year,id,country,iso,region,income_group,lcgdp,lpop,polity,open,interest,credit,gross,fdi,cpi,balance,open_ww,kaopen,oecd,noil,safrica,low,middle,high,quake,storm,sdisaster,disaster,damage_cor,damage_gdp,disasterla,sdisasterla,mag,maxvei,combi,difmonth,abs_diff,dif_temp,drought,flood,magla,maxveila,combila,difmonthla,abs_diffla,dif_templa,droughtla,floodla,disindex,disindexla,indexla,dindex,maglaxopen_ww,maglaxpolity,maglaxkaopen,maxveilaxopen_ww,maxveilaxpolity,maxveilaxkaopen,combilaxopen_ww,combilaxpolity,combilaxkaopen,floodlaxopen_ww,floodlaxpolity,floodlaxkaopen,droughtlaxopen_ww,droughtlaxpolity,droughtlaxkaopen,dif_templaxopen_ww,dif_templaxpolity,dif_templaxkaopen,indexlaxopen_ww,indexlaxpolity,indexlaxkaopen,disindexlaxopen_ww,disindexlaxpolity,disindexlaxkaopen,EFW,size_gov,prop_rights,sound_money,freedom_to_trade,regulation
2007,100.0,Tanzania,TZA,Sub-Saharan Africa,Low income,6.967733,10.5811205,0.45,0.6544863,0.006514326503,0.1351590639,0.1428172825,0.03456124196,0.0070255143699999995,-0.1098958374,0.0,0.14013048,0,1,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.800000190734863,3,55.0,0.6042685350181932,0.04193894,-0.012008313,0,0.60426855,6.136982e-05,0.035656817,0.00037620342,6.3937674e-05,4.43756e-06,-1.0954236e-05,0.0,0.00025953664,26.009638,0.0027520806,0.0017839136,64.39226,0.0,2.761642e-05,8.599783e-06,0.0,0.016045567,0.0049966066,0.0,0.00016929154,5.2717565e-05,0.0,0.00011679148,3.6368994e-05,0.0,0.0,0.0,0.0,-4.9294063e-06,-1.5350223e-06,0.0,0.0008027611,0.00024998066,0.0,0.0012384362,0.00038565035,6.468887704710329,6.743921572652736,5.543482029765583,7.609011726206508,6.199123977685718,6.248899217241102
2008,100.0,Tanzania,TZA,Sub-Saharan Africa,Low income,7.079067,10.60195,0.45,0.6412463,0.004424810614,0.17033553210000002,0.07699167962,0.01931187903,0.01027839376,-0.1291234996,0.0,0.14013048,0,1,1,1,0,0,0,2,4,0,0.0,0.0,0.0,0.00042324013,6.0,0,51.9,0.3719970758709511,0.061629955,-0.018690351,0,0.3719971,6.348602e-05,0.0,0.0003549992,3.936102e-05,6.5210675e-06,-1.7049733e-05,0.0,0.00015977476,20.411428,0.0021597338,0.0016138409,58.253307,0.0,2.8568707e-05,8.896326e-06,0.0,0.0,0.0,0.0,0.00015974964,4.974621e-05,0.0,7.189864e-05,2.2389313e-05,0.0,0.0,0.0,0.0,-7.67238e-06,-2.3891873e-06,0.0,0.0007262284,0.0002261483,0.0,0.00097188016,0.00030264453,6.379436221200005,6.627160762904379,5.612995117240131,7.4010623960027235,6.0769034944305735,6.179059335422218
2009,100.0,Tanzania,TZA,Sub-Saharan Africa,Low income,7.136554,10.62251,0.45,0.585408,0.007126185678,0.1814875874,0.1019710175,0.01940010371,0.01214222787,-0.09049011590999999,0.0,0.14013048,0,1,1,1,0,0,0,1,3,0,0.0,0.0,0.0,0.0003174301,5.900000095367432,0,52.8,0.045944520889476856,0.050531443,-0.00418045,0,0.04594452,6.242792e-05,0.0,0.00036115525,4.861391e-06,5.3467334e-06,-3.8134947e-06,0.0,1.9733421e-05,19.927137,0.002108491,0.001627373,58.741764,0.0,2.8092563e-05,8.748054e-06,0.0,0.0,0.0,0.0,0.00016251986,5.0608858e-05,0.0,8.880039e-06,2.7652536e-06,0.0,0.0,0.0,0.0,-1.7160726e-06,-5.343868e-07,0.0,0.00073231786,0.00022804456,0.0,0.00094882096,0.00029546386,6.495770020113717,6.21716425384844,5.458497087960011,7.525472569328295,6.5263229550028266,6.751393234429016
2010,100.0,Tanzania,TZA,Sub-Saharan Africa,Low income,7.1861067,10.642872,0.45,0.5857032,0.007119161941999999,0.2105202886,0.05219522677,0.01891520104,0.006200155955999999,-0.08632643822000001,0.0,0.14013048,0,1,1,1,0,0,0,0,1,0,0.0,0.0,0.0,0.00010581003,5.400000095367432,0,54.0,0.14107708450667486,0.03792737,0.011068107,0,0.14107709,5.7137415e-05,0.0,0.00036936335,1.492737e-05,4.0130963e-06,1.009656e-05,0.0,6.059337e-05,19.8632,0.0021017257,0.0016498239,59.552147,0.0,2.5711835e-05,8.006693e-06,0.0,0.0,0.0,0.0,0.0001662135,5.175906e-05,0.0,2.7267017e-05,8.490978e-06,0.0,0.0,0.0,0.0,4.5434517e-06,1.4148358e-06,0.0,0.0007424207,0.0002311906,0.0,0.0009457765,0.0002945158,6.682656886786913,6.675289913599121,5.416381703572459,7.711271388246452,6.66469576517133,6.9456456633452035
1980,101.0,Uganda,UGA,Sub-Saharan Africa,Low income,5.585526,9.426638,0.65,0.2665026,,0.16923751750000002,,0.00321385816,,-0.06642217184,0.0,0.14013048,0,1,1,1,0,0,0,0,1,1,0.0,0.0,0.00041487234,0.00041487234,4.599999904632568,0,0.0,0.3304718192114207,0.0,0.0,0,0.3304718,0.00019084128,0.0,0.0,0.00013710362,0.0,0.0,0.0,0.00055653276,3.544698,0.0014705972,0.00053557,4.930472,,,,,,,,,,,,,,,,,,,,,,,,,3.0024535396901997,,2.309511782911886,0.0,2.601302662266971,5.1664401711312
1981,101.0,Uganda,UGA,Sub-Saharan Africa,Low income,5.676552,9.451344,0.65,0.20192283,,0.1608586043,,,0.10873964800000001,0.01899456561,0.0,0.14013048,0,1,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.0,0,0.0,0.7189192336360775,0.0,0.0,0,0.7189192,0.00020743618,0.0,0.0,0.00029825972,0.0,0.0,0.0,0.0012106996,4.4928226,0.001863948,0.0006212148,5.7189193,0.0,0.00013483352,2.9068131e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007869547,0.0001696559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004037896,8.705113e-05,0.0,0.0012115662,0.0002611959,2.9406318025998996,,2.3385800697483736,0.0,2.5577800269680337,5.163900498402412
1982,101.0,Uganda,UGA,Sub-Saharan Africa,Low income,5.8318624,9.478758,0.65,0.23837231,,0.1336800706,,0.0009276693499999999,0.04927408656,-0.0320994831,0.0,0.0008719177,0,1,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.400000095367432,0,4.1,0.4166231041103343,0.005127511,-0.005127511,0,0.41662312,0.00022403107,0.0,0.0001099592,0.00017284541,2.1272624e-06,-1.833979e-05,0.0,0.0007016163,4.256574,0.001765935,0.0010766312,9.911496,0.0,0.00014562019,3.139358e-05,0.0,0.0,0.0,0.0,7.147348e-05,1.5408634e-05,0.0,0.00045605056,9.8317825e-05,0.0,0.0,0.0,0.0,-1.1920863e-05,-2.5699635e-06,0.0,0.0006998103,0.00015086884,0.0,0.0011478578,0.0002474613,2.8788100655095996,,2.367648356584861,0.0,2.5142573916690965,5.161360825673624
1983,101.0,Uganda,UGA,Sub-Saharan Africa,Low income,5.9408975,9.508249,0.65,0.2128338,-0.02040352836,0.2458395734,-0.02992340182,,0.02405315615,-0.03224399541,0.0,0.0008719177,0,1,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.199999809265137,0,8.0,0.3268429988102539,0.05576,0.03678764,0,0.326843,0.00021573361,0.0,0.00021455451,0.00013559812,2.3133282e-05,0.00013157993,0.0,0.00055042165,5.373736,0.0022294144,0.0014733427,13.56363,0.0,0.00014022684,1.8810195e-07,0.0,0.0,0.0,0.0,0.00013946043,1.8707388e-07,0.0,0.00035777406,4.799224e-07,0.0,0.0,0.0,0.0,8.552695e-05,1.1472687e-07,0.0,0.00095767266,1.2846335e-06,0.0,0.0014491193,1.943866e-06,2.8169883284192996,,2.396716643421349,0.0,2.470734756370159,5.158821152944837
1984,101.0,Uganda,UGA,Sub-Saharan Africa,Low income,5.966192,9.541047,0.65,0.25097454,-0.00268217522,0.3324330403,-0.00079329939,,0.042725629349999995,0.028637668380000002,0.0,0.14013048,0,1,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.300000190734863,0,26.0,0.4184073465440767,0.1278048,0.055080358,0,0.41840735,0.00017839512,0.0,0.00069730217,0.00017358563,5.302268e-05,0.00019700828,0.0,0.000704621,6.341734,0.00263101,0.003342755,30.773487,0.0,0.00011595682,1.5554586e-07,0.0,0.0,0.0,0.0,0.00045324638,6.079901e-07,0.0,0.00045800366,6.143715e-07,0.0,0.0,0.0,0.0,0.00012805538,1.7177501e-07,0.0,0.0021727907,2.9146072e-06,0.0,0.0017101564,2.2940242e-06,2.7551665913289995,,2.4257849302578367,0.0,2.427212121071222,5.156281480216049
1985,101.0,Uganda,UGA,Sub-Saharan Africa,Low income,5.9148173,9.5744095,0.5,0.20951039,-0.043722301139999996,0.3820496766,-0.02505954469,-0.00113646204,0.15765529309999998,0.00130632132,0.0,0.14013048,0,1,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.900000095367432,0,24.1,0.3642543760845031,0.10334766,0.0018216242,0,0.3642544,0.00020328746,0.0,0.0006463455,0.00015111906,4.2876087e-05,6.515482e-06,0.0,0.00061342446,4.9896946,0.0020700863,0.0031898753,29.366076,0.0,0.00013213685,2.848677e-05,0.0,0.0,0.0,0.0,0.00042012456,9.05727e-05,0.0,0.00039872588,8.595946e-05,0.0,0.0,0.0,0.0,4.235063e-06,9.130176e-07,0.0,0.0020734188,0.00044699875,0.0,0.001345556,0.0002900822,2.6933448542386995,3.771811580348793,2.4548532170943242,0.0,2.3836894857722846,5.153741807487261
1986,101.0,Uganda,UGA,Sub-Saharan Africa,Low income,5.900909,9.609836,0.15,0.2683231,-0.04380780447,0.19981233610000002,0.024747295409999998,,0.1609847199,-0.01102838687,0.0,0.14013048,0,1,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.699999809265137,0,0.0,0.38534129996290084,0.0,0.0,0,0.3853413,0.00019498999,0.0,0.0,0.00015986744,0.0,0.0,0.0,0.00064893597,3.7065842,0.0015377592,0.0005523927,5.085341,0.0,9.7494994e-05,2.732404e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00032446798,9.0935704e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00027619634,7.740705e-05,0.0,0.0007688796,0.00021548693,2.705293511410231,3.9985053986368726,2.3730902154134426,0.05618179306411275,2.223063983620367,5.208043241028893
1987,101.0,Uganda,UGA,Sub-Saharan Africa,Low income,5.9438696,9.649891,0.15,0.2573246,-0.05207387467,,0.36865303410000005,,0.2000260213,-0.0178658436,0.0,0.14013048,0,1,1,1,0,0,0,0,1,1,0.0,0.0,0.00041487234,0.00041487234,4.199999809265137,0,0.0,0.37201574333802645,0.0,0.0,0,0.37201574,0.00017424638,0.0,0.0,0.00015433904,0.0,0.0,0.0,0.000626495,3.3614857,0.0013945875,0.0004966329,4.572016,0.0,2.6136959e-05,2.4417228e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.397425e-05,8.779104e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4494936e-05,6.95934e-05,0.0,0.00020918813,0.0001954242,2.717242168581763,4.225199216924953,2.2913272137325613,0.1123635861282255,2.0624384814684493,5.2623446745705245
1988,101.0,Uganda,UGA,Sub-Saharan Africa,Low income,5.9741497,9.69131,0.15,0.22079203,-0.05344428081,,0.2325830256,0.00072208471,0.19611882049999999,-0.029991119450000003,0.0,0.14013048,0,1,1,1,0,0,1,0,1,0,0.0,0.0,0.0,0.00041487234,4.599999904632568,0,20.0,0.5367937513408042,0.17019174,0.022767114,0,0.53679377,0.00019084128,0.0,0.00053638633,0.00022270088,7.060784e-05,8.143211e-05,0.0,0.00090399035,5.520221,0.0022901872,0.002732945,25.159561,0.0,2.8626193e-05,2.674268e-05,0.0,0.0,0.0,0.0,8.0457954e-05,7.516407e-05,0.0,0.00013559856,0.0001266766,0.0,0.0,0.0,0.0,1.2214817e-05,1.141112e-05,0.0,0.00040994174,0.00038296886,0.0,0.00034352808,0.00032092503,2.7291908257532946,4.451893035213032,2.2095642120516796,0.16854537919233825,1.9018129793165317,5.316646108112155
1989,101.0,Uganda,UGA,Sub-Saharan Africa,Low income,6.0183797,9.73106,0.15,0.22811465,-0.035018740209999996,,-0.048330334429999997,-0.00033355563999999996,0.06144101926,-0.04918440765,0.0,0.14013048,0,1,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.800000190734863,0,25.1,1.0937516271848051,0.185565,0.04691824,0,1.0937517,0.00019913873,0.0,0.0006731648,0.0004537673,7.698579e-05,0.00016781449,0.0,0.0018419381,7.5841775,0.0031464654,0.0033717772,31.04067,0.0,2.987081e-05,2.7905404e-05,0.0,0.0,0.0,0.0,0.00010097472,9.43309e-05,0.0,0.00027629072,0.00025811166,0.0,0.0,0.0,0.0,2.5172174e-05,2.3515924e-05,0.0,0.0005057666,0.00047248875,0.0,0.00047196983,0.0004409157,2.7411394829248263,4.678586853501111,2.1278012103707984,0.224727172256451,1.741187477164614,5.370947541653787
1990,101.0,Uganda,UGA,Sub-Saharan Africa,Low income,6.061879,9.767425,0.15,0.23769313,-0.003957209765,,0.01489556414,-0.00137301381,0.03311865022,-0.061169972489999995,0.0,0.14013048,0,1,1,1,0,0,2,0,2,0,0.0,0.0,0.0,0.0008297447,4.699999809265137,0,9.9,1.2171114106185952,0.03834651,-0.03336343,0,1.2171115,0.00019498999,0.0,0.00026551125,0.00050494587,1.5908907e-05,-0.00011933243,0.0,0.0020496827,4.6821337,0.0019424877,0.0017145019,15.783748,0.0,2.92485e-05,2.732404e-05,0.0,0.0,0.0,0.0,3.982669e-05,3.7206217e-05,0.0,0.0003074524,0.000287223,0.0,0.0,0.0,0.0,-1.7899865e-05,-1.672211e-05,0.0,0.0002571753,0.00024025397,0.0,0.00029137317,0.00027220172,2.753088140096358,4.905280671789191,2.0460382086899167,0.28090896532056375,1.5805619750126965,5.4252489751954185
1991,101.0,Uganda,UGA,Sub-Saharan Africa,Low income,6.1001086,9.80268,0.15,0.27355662,0.006663524969,,0.028698867469999997,0.00030104802,0.0280681431,-0.0511089223,0.0,0.0008719177,0,1,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.699999809265137,0,0.0,0.3589320040507332,0.0,0.0,0,0.35893202,0.00023647724,0.0,0.0,0.00014891096,0.0,0.0,0.0,0.00060446135,4.302392,0.0017849434,0.0006581485,6.058932,0.0,3.547159e-05,3.313767e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.066921e-05,8.470345e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.872228e-05,9.222666e-05,0.0,0.00026774153,0.00025012495,3.1953908405600138,5.419997517675029,2.383158688921531,1.148179230717691,2.102704582194071,5.319572263764674
1992,101.0,Uganda,UGA,Sub-Saharan Africa,Low income,6.1200485,9.8378525,0.15,0.24003623,,0.1775071039,-0.04482293823,0.00104988428,0.03081965147,-0.03485615798,0.0,0.0008719177,0,1,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,12.0,0.5557518435453044,0.12961979,0.12961979,0,0.55575186,0.0,0.0,0.0003218318,0.00023056607,5.3775668e-05,0.0004636167,0.0,0.0009359168,5.3319654,0.0022120848,0.0013779422,12.685371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.827477e-05,2.8061083e-07,0.0,0.00014038752,8.160424e-07,0.0,0.0,0.0,0.0,6.954251e-05,4.042356e-07,0.0,0.00020669133,1.2014522e-06,0.0,0.00033181274,1.9287559e-06,3.63769354102367,5.934714363560866,2.7202791691531454,2.0154494961148184,2.624847189375445,5.213895552333929
1993,101.0,Uganda,UGA,Sub-Saharan Africa,Low income,6.1760044,9.874284,0.3,0.23871031,,0.1210400958,0.05546545385,0.016954209339999998,0.00017250981000000001,-0.053138715100000004,0.0,0.14013048,0,1,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.900000095367432,0,55.0,0.34745287520381046,0.20712794,0.018427892,0,0.34745288,0.00020328746,0.0,0.0014750623,0.0001441486,8.593166e-05,6.591183e-05,0.0,0.00058512983,6.903967,0.002864265,0.006546351,60.26588,0.0,3.049312e-05,1.7724993e-07,0.0,0.0,0.0,0.0,0.00022125935,1.2861329e-06,0.0,8.776948e-05,5.1018503e-07,0.0,0.0,0.0,0.0,9.886775e-06,5.746969e-08,0.0,0.0009819528,5.7078796e-06,0.0,0.0004296398,2.4974036e-06,4.079996241487326,6.449431209446705,3.0573996493847595,2.8827197615119453,3.1469897965568197,5.108218840903184
1994,101.0,Uganda,UGA,Sub-Saharan Africa,Low income,6.384514,9.909846,0.3,0.29458797,,0.09232365844,0.1030644553,0.022102878170000003,0.01003675988,-0.043654437379999994,0.0,0.35072306,0,1,1,1,0,0,1,0,1,0,55.65571975708008,0.4666153,0.0,0.00041487234,6.0,0,48.0,0.758747455566524,0.09062045,0.011510353,0,0.75874746,0.0002489234,0.0,0.0012873271,0.00031478333,3.7595917e-05,4.1169573e-05,0.0,0.0012777726,7.810329,0.0032402896,0.005949392,54.770256,0.0,7.4677024e-05,3.4881756e-05,0.0,0.0,0.0,0.0,0.00038619817,0.00018039376,0.0,0.0003833318,0.00017905488,0.0,0.0,0.0,0.0,1.2350873e-05,5.769112e-06,0.0,0.0017848177,0.0008336911,0.0,0.0009720869,0.00045406332,4.522298941950981,6.964148055332543,3.3945201296163736,3.7499900269090727,3.6691324037381943,5.002542129472439
1995,101.0,Uganda,UGA,Sub-Saharan Africa,Low income,6.426441,9.937383,0.3,0.2873568,0.009861413110000002,0.04378122536,0.4195772822,0.02105695199,0.0065501401899999995,-0.048905292210000006,0.0,0.35072306,0,1,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.199999809265137,0,57.9,0.21207809184273366,0.056759123,0.006360501,0,0.2120781,0.00021573361,0.0,0.0015528384,8.798533e-05,2.3547791e-05,2.2749877e-05,0.0,0.00035715124,6.641484,0.002755368,0.006877934,63.31844,0.0,6.472009e-05,7.5662756e-05,0.0,0.0,0.0,0.0,0.00046585154,0.0005446162,0.0,0.00010714537,0.00012526117,0.0,0.0,0.0,0.0,6.8249633e-06,7.978906e-06,0.0,0.0020633803,0.00241225,0.0,0.0008266104,0.00096637104,4.964601642414637,7.4788649012183805,3.7316406098479877,4.6172602923062005,4.1912750109195684,4.896865418041695
1996,101.0,Uganda,UGA,Sub-Saharan Africa,Low income,6.4297953,9.964052,0.3,0.38203543,0.01503424725,0.05150605701,0.06929685181,0.020017915780000003,0.007191646604,-0.03498999328,0.0,0.35072306,0,1,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.300000190734863,0,45.8,0.5964775967077666,0.0821842,-0.012587958,0,0.59647757,0.00021988235,0.0,0.0012283247,0.00024746207,3.4095952e-05,-4.502389e-05,0.0,0.0010045011,6.265687,0.0025994603,0.0056141373,51.68389,0.0,6.5964705e-05,7.711781e-05,0.0,0.0,0.0,0.0,0.00036849742,0.0004308018,0.0,0.00030135034,0.00035230172,0.0,0.0,0.0,0.0,-1.3507168e-05,-1.5790916e-05,0.0,0.0016842412,0.0019690073,0.0,0.0007798381,0.00091169064,5.333587018568209,7.331373224274065,3.7912490589522094,5.554391571965986,4.74923246284984,5.316007191007459
1997,101.0,Uganda,UGA,Sub-Saharan Africa,Low income,6.5130973,9.99246,0.3,0.2765867,0.01772687057,0.06565407197,-0.02657099888,0.02791365385,0.008169021441,-0.05036101675,0.0,0.40366107,0,1,1,1,0,0,0,0,2,1,0.8439467549324036,0.0057285214,0.00041487234,0.0008297447,5.199999809265137,0,59.8,1.7975061786263182,0.08071631,0.07725962,0,1.7975062,0.00021573361,0.0,0.0016037951,0.0007457356,3.3486966e-05,0.00027633784,0.0,0.0030270994,11.6171,0.0048196134,0.0072642383,66.87476,0.0,6.472009e-05,7.5662756e-05,0.0,0.0,0.0,0.0,0.00048113856,0.0005624879,0.0,0.00090812985,0.0010616735,0.0,0.0,0.0,0.0,8.290136e-05,9.6918055e-05,0.0,0.0021792715,0.0025477358,0.0,0.0014458841,0.0016903495,5.702572394721781,7.18388154732975,3.850857508056431,6.491522851625772,5.307189914780111,5.735148963973224
1998,101.0,Uganda,UGA,Sub-Saharan Africa,Low income,6.5508885,10.021366,0.3,0.31560212,0.01110068608,0.07526449555,0.03713650661,0.03189155246,6.880417199999999e-05,-0.05523161292,0.0,0.70433193,0,1,1,1,0,0,0,0,2,1,1.368119478225708,0.008687313,0.00041487234,0.0008297447,4.900000095367432,0,49.9,2.0608693527843727,0.041920107,0.041920107,0,2.0608695,0.00020328746,0.0,0.0013382838,0.0008549977,1.7391492e-05,0.00014993745,0.0,0.0034706178,10.395331,0.0043127355,0.006181037,56.90279,0.0,6.098624e-05,8.205923e-05,0.0,0.0,0.0,0.0,0.00040148516,0.0005402131,0.0,0.0010411853,0.0014009533,0.0,0.0,0.0,0.0,4.4981236e-05,6.052391e-05,0.0,0.0018543112,0.0024950441,0.0,0.0012938207,0.0017408835,6.071557770875351,7.0363898703854355,3.9104659571606533,7.428654131285558,5.865147366710383,6.154290736938988
1999,101.0,Uganda,UGA,Sub-Saharan Africa,Low income,6.599388,10.0531,0.3,0.31356618,0.02168683165,0.08043653479,0.1395879066,0.023372263320000003,0.005777368987,-0.04887837094,0.0,0.7572699,0,1,1,1,0,0,0,0,2,2,0.0,0.0,0.0008297447,0.0008297447,5.599999904632568,0,55.0,0.560508859087724,0.1514464,0.036878243,0,0.56050885,0.0002323285,0.0,0.0014750623,0.00023253962,6.283092e-05,0.000131904,0.0,0.0009439278,8.270436,0.0034311754,0.0066475356,61.197388,0.0,6.969855e-05,0.00016363639,0.0,0.0,0.0,0.0,0.0004425187,0.0010389335,0.0,0.00028317835,0.0006648385,0.0,0.0,0.0,0.0,3.95712e-05,9.29042e-05,0.0,0.0019942608,0.0046820715,0.0,0.0010293527,0.0024166864,6.440543147028923,6.88889819344112,3.970074406264875,8.365785410945344,6.423104818640654,6.573432509904752
2000,101.0,Uganda,UGA,Sub-Saharan Africa,Low income,6.618693,10.083966,0.3,0.31443444,0.01062161427,0.1220320469,-0.06987483132,0.02594761836,0.003392021585,-0.057934072600000004,0.0,0.8102079,0,1,1,1,0,0,0,2,3,1,0.0,0.0,0.00041487234,0.001244617,4.5,0,49.9,0.3234274298120138,0.2028297,-0.0028540378,0,0.32342744,0.00018669254,0.0,0.0013382838,0.0001341811,8.4148436e-05,-1.020816e-05,0.0,0.00054466963,5.7430763,0.0023826435,0.005943995,54.720573,0.0,5.6007764e-05,0.00014137664,0.0,0.0,0.0,0.0,0.00040148516,0.0010134421,0.0,0.0001634009,0.00041246193,0.0,0.0,0.0,0.0,-3.0624483e-06,-7.730333e-06,0.0,0.0017831986,0.0045012087,0.0,0.0007147931,0.0018043043,6.809528523182495,6.741406516496805,4.029682855369097,9.30291669060513,6.981062270570926,6.992574282870517
2001,101.0,Uganda,UGA,Sub-Saharan Africa,Low income,6.6626916,10.114154,0.3,0.34214133,0.01733449568,0.08860961023,0.03926258858,0.02593888445,0.0018651252410000002,-0.058766471779999996,0.0,0.86314595,0,1,1,1,0,0,0,0,4,1,0.0,0.0,0.00041487234,0.0016594894,0.0,0,50.9,0.3009616852037492,0.06011249,0.0458299,0,0.30096167,0.0,0.0,0.0013651031,0.00012486069,2.493901e-05,0.00016392178,0.0,0.00050683605,4.276136,0.0017740505,0.005566657,51.24679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00040953094,0.0011060173,0.0,0.00015205082,0.00041064256,0.0,0.0,0.0,0.0,4.9176535e-05,0.00013281072,0.0,0.0016699972,0.0045101494,0.0,0.00053221517,0.0014373497,6.751072976660195,6.311908708037326,4.030066676365412,9.331695330035569,7.034538036902106,7.047156131960562
2002,101.0,Uganda,UGA,Sub-Saharan Africa,Low income,6.700142,10.14524,0.3,0.34701288,0.02299559284,0.1320525186,0.06519405026,0.029885273520000002,-0.00028750851199999997,-0.036115508319999996,0.0,0.86314595,0,1,1,1,0,0,0,1,4,1,0.0,0.0,0.00041487234,0.0016594894,5.400000095367432,0,50.9,0.804726975235311,0.06133756,0.06133756,0,0.80472696,0.00022403107,0.0,0.0013651031,0.00033385897,2.5447258e-05,0.0002193887,0.0,0.0013552045,9.095119,0.0037733135,0.006209635,57.166065,0.0,6.720932e-05,0.00019337151,0.0,0.0,0.0,0.0,0.00040953094,0.0011782831,0.0,0.00040656136,0.0011697393,0.0,0.0,0.0,0.0,6.581662e-05,0.00018936447,0.0,0.0018628907,0.0053598215,0.0,0.0011319941,0.0032569203,6.827259675000467,7.12621970600282,4.014158477397451,9.199665664750135,7.068083150546375,6.728171376305556
2003,101.0,Uganda,UGA,Sub-Saharan Africa,Low income,6.7335815,10.178159,0.3,0.36251277,0.01032903873,0.1008752605,0.1351691086,0.03190820333,0.008680476516000001,-0.01534343325,0.0,0.86314595,0,1,1,1,0,0,0,0,2,0,0.0,0.0,0.0,0.0008297447,4.199999809265137,0,44.9,0.2337365652585503,0.061341908,0.061341908,0,0.23373656,0.00017424638,0.0,0.0012041873,9.6970834e-05,2.544906e-05,0.00021940425,0.0,0.00039362526,7.024598,0.0029143114,0.005365516,49.395077,0.0,5.2273917e-05,0.00015040005,0.0,0.0,0.0,0.0,0.00036125618,0.0010393894,0.0,0.000118087584,0.00033975605,0.0,0.0,0.0,0.0,6.5821274e-05,0.00018937788,0.0,0.0016096549,0.0046312236,0.0,0.00087429344,0.002515476,6.869237485790265,7.436194598325903,4.096028853019093,8.756719494619777,7.171472787136952,6.885771695849601
2004,101.0,Uganda,UGA,Sub-Saharan Africa,Low income,6.7812195,10.212209,0.3,0.37639588,0.004339243937,0.08219929198,0.1061427652,0.03720440644,0.0037212874399999997,-0.009485006499999999,0.0,0.86314595,0,1,1,1,0,0,0,0,2,0,0.0,0.0,0.0,0.0008297447,4.599999904632568,0,38.1,0.7684282015808462,0.05434106,0.05434106,0,0.7684282,0.00019084128,0.0,0.0010218159,0.0003187996,2.2544602e-05,0.00019436401,0.0,0.0012940754,7.7075453,0.0031976474,0.004727639,43.52277,0.0,5.7252386e-05,0.00016472388,0.0,0.0,0.0,0.0,0.0003065448,0.0008819763,0.0,0.00038822263,0.0011169759,0.0,0.0,0.0,0.0,5.8309204e-05,0.0001677645,0.0,0.0014182917,0.0040806425,0.0,0.00095929427,0.0027600364,6.839034648728114,7.369002302536897,3.9718823388438587,9.049212737003431,6.722656678523281,7.082419186733098
2005,101.0,Uganda,UGA,Sub-Saharan Africa,Low income,6.871014,10.247056,0.45,0.40484157,0.02176555229,0.08635722337000001,0.12457399699999999,0.04111665017,0.008448726423,-0.00281901576,0.0,0.86314595,0,1,1,1,0,0,0,0,1,1,0.0,0.0,0.00041487234,0.00041487234,0.0,0,40.0,0.3571587282476892,0.068533145,0.068533145,0,0.35715872,0.0,0.0,0.0010727727,0.00014817528,2.8432507e-05,0.00024512547,0.0,0.00060147495,4.5223694,0.001876206,0.004391221,40.425694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00032183182,0.0009259594,0.0,0.0001804425,0.00051916065,0.0,0.0,0.0,0.0,7.3537645e-05,0.00021157906,0.0,0.0013173663,0.0037902645,0.0,0.00056286185,0.0016194396,6.93830551275885,7.384601686804198,4.151040901041284,8.696674783389735,6.3874312131852795,8.071778979373757
